epoch,loss,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0.3484449493871243, 0.23778262116118437, 0.15814872184354398, 0.11728459911602032, 0.1062777837721148, 0.09766126281142028, 0.09718487364120341, 0.08703336818143725, 0.08277922200957416, 0.08407879459210327, 0.0739924719412186, 0.07988892532550919, 0.08024241334512933, 0.07099444354793781, 0.06446607484583554, 0.0719818240500495, 0.06818008398490578, 0.06915874016380662, 0.07012776057941934, 0.06578171406538415, 0.046694147275519314, 0.03586198385043341, 0.038455586955495634, 0.03405114955158853, 0.03806488746192405, 0.03188570667090836, 0.03824486471084701, 0.028563635889103926, 0.031671449684330985, 0.0297743403393219, 0.03202056506355196, 0.032522964730931025, 0.03366018983770455, 0.027423284661953977, 0.03228856439845576, 0.02580682207163018, 0.027566558968222427, 0.026849612415928818, 0.024507850257780066, 0.02732026078747704, 0.01699894817799456, 0.017609310641495943, 0.014310822620515225, 0.015369671314686086, 0.01454960484709402, 0.01123564216304321, 0.014278988503823106, 0.014132041106576152, 0.011563243218562193, 0.010363452474612804]","[0.8639322916666666, 0.9077690972222222, 0.9386574074074074, 0.9563802083333334, 0.9612268518518519, 0.9638310185185185, 0.9654947916666666, 0.9686776620370371, 0.9712818287037037, 0.9708478009259259, 0.9735966435185185, 0.9711371527777778, 0.9725115740740741, 0.9741030092592593, 0.9756221064814815, 0.9749710648148148, 0.9760561342592593, 0.9763454861111112, 0.9765625, 0.9782262731481481, 0.9833622685185185, 0.9872685185185185, 0.9864004629629629, 0.9879195601851852, 0.9870515046296297, 0.9890769675925926, 0.9872685185185185, 0.9894386574074074, 0.9898726851851852, 0.9887152777777778, 0.9898003472222222, 0.9890769675925926, 0.9872685185185185, 0.9915364583333334, 0.98828125, 0.9909577546296297, 0.9900173611111112, 0.9915364583333334, 0.9909577546296297, 0.9907407407407407, 0.9947916666666666, 0.9944299768518519, 0.9952256944444444, 0.9947193287037037, 0.9947193287037037, 0.9959490740740741, 0.9954427083333334, 0.9958043981481481, 0.9958043981481481, 0.9965277777777778]","[0.8642642843324432, 0.9078180061258324, 0.9383271581493574, 0.9567376578767347, 0.9612039047982557, 0.9637945649577816, 0.9654783265799626, 0.9687061751208427, 0.971487943070331, 0.9707747458439124, 0.9735118615407384, 0.9711430759951366, 0.9724648600666058, 0.9741711918883295, 0.9755193267519816, 0.9749509812257937, 0.9759960703653876, 0.9763133588844601, 0.976531922152451, 0.9783246231653585, 0.9832775095408616, 0.9872654175261922, 0.986426074056466, 0.9878815167373854, 0.9870825715633126, 0.9890911366563194, 0.9873274201145684, 0.9893827924413442, 0.9898716490275058, 0.988751722324996, 0.9898134085179571, 0.9890428265291696, 0.9871945730068757, 0.9914997807865816, 0.9882990287696781, 0.9909288359244776, 0.9900258632162838, 0.9915582068109575, 0.991002883727463, 0.9906755416821484, 0.9947928944167054, 0.9944191478802678, 0.9952317874436508, 0.9947009416403764, 0.9947765703718917, 0.9959601763146022, 0.9954450385271065, 0.9957760951085217, 0.9957824248426843, 0.9965193809668804]","[0.8643756265588469, 0.9079426982016908, 0.9383491697282286, 0.9567548996486201, 0.9612356669027954, 0.963798052857081, 0.9654570521192439, 0.9686599734053534, 0.9713860755801954, 0.9707435438492054, 0.9734381077424487, 0.9710666169558501, 0.9723937454013973, 0.9741789717731981, 0.9754189376212629, 0.9749524800782323, 0.9760200631315921, 0.9763318630151062, 0.9764426651446806, 0.9782979177464171, 0.9832703620751894, 0.9872604767783125, 0.9864104819521086, 0.9878865698877143, 0.9870378083275613, 0.9890794585285754, 0.987310633736295, 0.9894077065646476, 0.9898708491437863, 0.9887360525915615, 0.9898181925332636, 0.9890470348068372, 0.9871810892876457, 0.9915090177580806, 0.9882944224643143, 0.9909274870858821, 0.9900146195228064, 0.9915461819641074, 0.9909998478939267, 0.9906591288080784, 0.994790854708424, 0.9944296753006063, 0.9952337431961168, 0.9947156373186236, 0.9947544809749868, 0.9959568044047415, 0.9954485834667036, 0.9957912461254272, 0.9957941020583086, 0.9965136597947662]","[0.8640870968949663, 0.907750420475176, 0.9382544155318325, 0.9567087262846514, 0.9611857258928445, 0.96377865106037, 0.9654531238657537, 0.9686631571960692, 0.9714024203618447, 0.9707373650254342, 0.9734630182662372, 0.9710975216707772, 0.972424501126128, 0.9741735822538672, 0.9754539288450926, 0.9749450452133578, 0.9760034257823289, 0.9763126098263522, 0.97647792848911, 0.9783045799253504, 0.9832724058193221, 0.9872626619268083, 0.9864174410718323, 0.9878830109953852, 0.9870579096969582, 0.9890844363376692, 0.9873176920920869, 0.9893939138544092, 0.9898701714275893, 0.9887432988203383, 0.9898156335288361, 0.9890430019366206, 0.9871868599995605, 0.9915041783547611, 0.9882965787928314, 0.9909281069702764, 0.9900197460746009, 0.9915516165923884, 0.9910013580640383, 0.9906664593150637, 0.9947917805365828, 0.9944241025643706, 0.995232741658024, 0.9947067762536431, 0.994765245780326, 0.9959584354675589, 0.995446779733562, 0.9957831751507992, 0.9957880220236358, 0.9965158576958988]","[0.8639563268250621, 0.9076523746063715, 0.9386925737831506, 0.9564685812829481, 0.9612497444024194, 0.9638296679413474, 0.9655133856405972, 0.9687147911820071, 0.9713476625845464, 0.9708939589747178, 0.9736223950633556, 0.9711621817121648, 0.9725517476713352, 0.9741081030457402, 0.9756572115862788, 0.9749783857634718, 0.9760681699183988, 0.9763681348132159, 0.976587988422561, 0.9782449538025941, 0.9833624207870902, 0.987271332421535, 0.986407344367421, 0.9879299384818151, 0.9870617712987985, 0.9890797526878612, 0.9872735423349339, 0.9894457937512393, 0.9898757964520845, 0.9887239198837787, 0.9898031321895834, 0.9890763260312339, 0.9872686998274184, 0.9915390324776794, 0.9882842547384448, 0.9909580788456538, 0.9900225543298325, 0.9915394142724584, 0.9909584079907935, 0.990741874812377, 0.9947930769561715, 0.9944318667771447, 0.9952258959515353, 0.9947249447774701, 0.9947207884733421, 0.9959499271039788, 0.9954425702259436, 0.9958075880631367, 0.9958062600413858, 0.9965278409579565]","[0.8639322916666666, 0.9077690972222222, 0.9386574074074074, 0.9563802083333334, 0.9612268518518519, 0.9638310185185185, 0.9654947916666666, 0.9686776620370371, 0.9712818287037037, 0.9708478009259259, 0.9735966435185185, 0.9711371527777778, 0.9725115740740741, 0.9741030092592593, 0.9756221064814815, 0.9749710648148148, 0.9760561342592593, 0.9763454861111112, 0.9765625, 0.9782262731481481, 0.9833622685185185, 0.9872685185185185, 0.9864004629629629, 0.9879195601851852, 0.9870515046296297, 0.9890769675925926, 0.9872685185185185, 0.9894386574074074, 0.9898726851851852, 0.9887152777777778, 0.9898003472222222, 0.9890769675925926, 0.9872685185185185, 0.9915364583333334, 0.98828125, 0.9909577546296297, 0.9900173611111112, 0.9915364583333334, 0.9909577546296297, 0.9907407407407407, 0.9947916666666666, 0.9944299768518519, 0.9952256944444444, 0.9947193287037037, 0.9947193287037037, 0.9959490740740741, 0.9954427083333334, 0.9958043981481481, 0.9958043981481481, 0.9965277777777778]","[0.8637099444972405, 0.9075804999349613, 0.9385918284337001, 0.956386396829762, 0.9612042322238481, 0.9638127065774844, 0.9654895485121445, 0.9686763159197723, 0.9712799087746867, 0.9708492300312033, 0.9735976050898495, 0.9711423254668403, 0.9725268173323269, 0.9741040512526858, 0.975624543097782, 0.9749680532331643, 0.9760575408018005, 0.976346842952088, 0.9765658856035981, 0.9782288992009514, 0.983360827326939, 0.9872696399526183, 0.9864030641029664, 0.9879237166486234, 0.9870543399071189, 0.98907749615972, 0.9872696877675877, 0.9894409039628369, 0.9898731640079309, 0.9887190121552568, 0.98980157460863, 0.9890747261087306, 0.987267645019457, 0.9915375260968936, 0.9882826054179785, 0.9909578623034663, 0.9900194609090837, 0.9915373561187173, 0.9909580735449334, 0.9907404398686877, 0.9947922778635316, 0.9944306151718152, 0.9952257716572582, 0.9947206325591622, 0.9947197745211334, 0.9959494457505734, 0.9954426080421042, 0.9958054952842142, 0.9958050871085126, 0.9965271497209863]"
